state,year,Month,Unemployed_prct
Missouri,1990,8,5.9
Montana,1990,8,6.2
Nebraska,1990,8,2.3
Nevada,1990,8,4.8
New Hampshire,1990,8,5.8
New Jersey,1990,8,5.1
New Mexico,1990,8,6.6
New York,1990,8,5.3
New York city,1990,8,6.9
North Carolina,1990,8,4.2
North Dakota,1990,8,4
Ohio,1990,8,5.6
Oklahoma,1990,8,5.6
Oregon,1990,8,5.7
Pennsylvania,1990,8,5.5
Rhode Island,1990,8,6.7
South Carolina,1990,8,4.9
South Dakota,1990,8,3.8
Tennessee,1990,8,5.4
Texas,1990,8,6.3
Utah,1990,8,4.3
Vermont,1990,8,5.1
Virginia,1990,8,4.6
Washington,1990,8,5.1
West Virginia,1990,8,8.7
Wisconsin,1990,8,4.4
Wyoming,1990,8,5.3
Alabama,1990,9,6.8
Alaska,1990,9,7.2
Arizona,1990,9,5.2
Arkansas,1990,9,7
California,1990,9,6.1
Los Angeles County,1990,9,6.1
Colorado,1990,9,5.2
Connecticut,1990,9,5.2
Delaware,1990,9,5.7
District of Columbia,1990,9,6.7
Florida,1990,9,6.3
Georgia,1990,9,5.8
Hawaii,1990,9,2.6
Idaho,1990,9,5.6
Illinois,1990,9,6.3
Indiana,1990,9,5.2
Iowa,1990,9,4.5
Kansas,1990,9,4.5
Kentucky,1990,9,6.1
Louisiana,1990,9,6.5
Maine,1990,9,5.8
Maryland,1990,9,5
Massachusetts,1990,9,6.9
Michigan,1990,9,7.6
Minnesota,1990,9,4.9
Mississippi,1990,9,7.6
Missouri,1990,9,6.2
Montana,1990,9,6.3
Nebraska,1990,9,2.3
Nevada,1990,9,4.9
New Hampshire,1990,9,5.9
New Jersey,1990,9,5.3
New Mexico,1990,9,6.6
New York,1990,9,5.5
New York city,1990,9,7
North Carolina,1990,9,4.4
North Dakota,1990,9,4
Ohio,1990,9,5.6
Oklahoma,1990,9,5.8
Oregon,1990,9,5.8
Pennsylvania,1990,9,5.7
Rhode Island,1990,9,6.9
South Carolina,1990,9,5
South Dakota,1990,9,3.7
Tennessee,1990,9,5.5
Texas,1990,9,6.4
Utah,1990,9,4.3
Vermont,1990,9,5.3
Virginia,1990,9,4.9
Washington,1990,9,5.2
West Virginia,1990,9,9
Wisconsin,1990,9,4.5
Wyoming,1990,9,5.3
Alabama,1990,10,7
Alaska,1990,10,7.3
Arizona,1990,10,5.2
Arkansas,1990,10,7.1
California,1990,10,6.4
Los Angeles County,1990,10,6.3
Colorado,1990,10,5.1
Connecticut,1990,10,5.3
Delaware,1990,10,6.3
District of Columbia,1990,10,6.8
Florida,1990,10,6.5
Georgia,1990,10,5.8
Hawaii,1990,10,2.6
Idaho,1990,10,5.7
Illinois,1990,10,6.4
Indiana,1990,10,5.4
Iowa,1990,10,4.5
Kansas,1990,10,4.6
Kentucky,1990,10,6.3
Louisiana,1990,10,6.7
Maine,1990,10,6.2
Maryland,1990,10,5.2
Massachusetts,1990,10,7.1
Michigan,1990,10,7.8
Minnesota,1990,10,5
Mississippi,1990,10,7.9
Missouri,1990,10,6.4
Montana,1990,10,6.4
Nebraska,1990,10,2.3
Nevada,1990,10,5
New Hampshire,1990,10,6.1
New Jersey,1990,10,5.6
New Mexico,1990,10,6.7
New York,1990,10,5.6
New York city,1990,10,7.2
North Carolina,1990,10,4.7
North Dakota,1990,10,4
Ohio,1990,10,5.7
Oklahoma,1990,10,6
Oregon,1990,10,5.8
Pennsylvania,1990,10,5.9
Rhode Island,1990,10,7
South Carolina,1990,10,5.1
South Dakota,1990,10,3.7
Tennessee,1990,10,5.7
Texas,1990,10,6.4
Utah,1990,10,4.3
Vermont,1990,10,5.5
Virginia,1990,10,5.1
Washington,1990,10,5.3
West Virginia,1990,10,9.3
Wisconsin,1990,10,4.7
Wyoming,1990,10,5.3
Alabama,1990,11,7.1
Alaska,1990,11,7.3
Arizona,1990,11,5.2
Arkansas,1990,11,7.3
California,1990,11,6.6
Los Angeles County,1990,11,6.5
Colorado,1990,11,5.1
Connecticut,1990,11,5.4
Delaware,1990,11,6.6
District of Columbia,1990,11,6.8
Florida,1990,11,6.6
Georgia,1990,11,5.9
Hawaii,1990,11,2.5
Idaho,1990,11,5.8
Illinois,1990,11,6.4
Indiana,1990,11,5.6
Iowa,1990,11,4.6
Kansas,1990,11,4.6
Kentucky,1990,11,6.5
Louisiana,1990,11,6.9
Maine,1990,11,6.6
Maryland,1990,11,5.4
Massachusetts,1990,11,7.4
Michigan,1990,11,8.1
Minnesota,1990,11,5.1
Mississippi,1990,11,8.1
Missouri,1990,11,6.7
Montana,1990,11,6.6
Nebraska,1990,11,2.4
Nevada,1990,11,5.2
New Hampshire,1990,11,6.4
New Jersey,1990,11,5.8
New Mexico,1990,11,6.8
New York,1990,11,5.9
New York city,1990,11,7.3
North Carolina,1990,11,4.9
North Dakota,1990,11,4
Ohio,1990,11,5.9
Oklahoma,1990,11,6.2
Oregon,1990,11,5.9
Pennsylvania,1990,11,6.1
Rhode Island,1990,11,7.3
South Carolina,1990,11,5.2
South Dakota,1990,11,3.6
Tennessee,1990,11,6
Texas,1990,11,6.5
Utah,1990,11,4.3
Vermont,1990,11,5.8
Virginia,1990,11,5.3
Washington,1990,11,5.5
West Virginia,1990,11,9.5
Wisconsin,1990,11,4.9
Wyoming,1990,11,5.3
Alabama,1990,12,7.2
Alaska,1990,12,7.4
Arizona,1990,12,5.1
Arkansas,1990,12,7.4
California,1990,12,6.9
Los Angeles County,1990,12,6.7
Colorado,1990,12,5
Connecticut,1990,12,5.4
Delaware,1990,12,6.7
District of Columbia,1990,12,6.9
Florida,1990,12,6.8
Georgia,1990,12,5.9
Hawaii,1990,12,2.6
Idaho,1990,12,6
Illinois,1990,12,6.4
Indiana,1990,12,5.8
Iowa,1990,12,4.7
Kansas,1990,12,4.7
Kentucky,1990,12,6.8
Louisiana,1990,12,7
Maine,1990,12,7.1
Maryland,1990,12,5.6
Massachusetts,1990,12,7.7
Michigan,1990,12,8.4
Minnesota,1990,12,5.1
Mississippi,1990,12,8.4
Missouri,1990,12,6.8
Montana,1990,12,6.7
Nebraska,1990,12,2.4
Nevada,1990,12,5.3
New Hampshire,1990,12,6.6
New Jersey,1990,12,6.1
New Mexico,1990,12,6.9
New York,1990,12,6.1
New York city,1990,12,7.5
North Carolina,1990,12,5.2
North Dakota,1990,12,4
Ohio,1990,12,6.2
Oklahoma,1990,12,6.3
Oregon,1990,12,5.9
Pennsylvania,1990,12,6.3
Rhode Island,1990,12,7.6
South Carolina,1990,12,5.4
South Dakota,1990,12,3.6
Tennessee,1990,12,6.3
Texas,1990,12,6.6
Utah,1990,12,4.4
Vermont,1990,12,6.1
Virginia,1990,12,5.5
Washington,1990,12,5.7
West Virginia,1990,12,9.7
Wisconsin,1990,12,5.1
Wyoming,1990,12,5.2
Alabama,1994,1,6.8
Alaska,1994,1,7.6
Arizona,1994,1,6.2
Arkansas,1994,1,5.7
California,1994,1,9.2
Los Angeles County,1994,1,10
Colorado,1994,1,4.8
Connecticut,1994,1,5.7
Delaware,1994,1,5.4
District of Columbia,1994,1,8.4
Florida,1994,1,6.9
Georgia,1994,1,5.9
Hawaii,1994,1,5.1
Idaho,1994,1,5.5
Illinois,1994,1,6.6
Indiana,1994,1,5.1
Iowa,1994,1,3.8
Kansas,1994,1,5
Kentucky,1994,1,5.6
Louisiana,1994,1,8.2
Maine,1994,1,7.3
Maryland,1994,1,5.7
Massachusetts,1994,1,6.4
Michigan,1994,1,7.1
Minnesota,1994,1,4.6
Mississippi,1994,1,6.5
Missouri,1994,1,5.7
Montana,1994,1,5.4
Nebraska,1994,1,2.7
Nevada,1994,1,6.5
New Hampshire,1994,1,5.4
New Jersey,1994,1,7.1
New Mexico,1994,1,6.7
New York,1994,1,7.7
New York city,1994,1,10
North Carolina,1994,1,4.5
North Dakota,1994,1,4
Ohio,1994,1,6.3
Oklahoma,1994,1,5.9
Oregon,1994,1,6.2
Pennsylvania,1994,1,6.6
Rhode Island,1994,1,7.4
South Carolina,1994,1,6.9
South Dakota,1994,1,3.3
Tennessee,1994,1,5.1
Texas,1994,1,6.9
Utah,1994,1,3.7
Vermont,1994,1,4.8
Virginia,1994,1,5.1
Washington,1994,1,6.9
West Virginia,1994,1,9.8
Wisconsin,1994,1,4.9
Wyoming,1994,1,5.3
Alabama,1994,2,6.6
Alaska,1994,2,7.7
Arizona,1994,2,6.2
Arkansas,1994,2,5.7
California,1994,2,9.1
Los Angeles County,1994,2,9.9
Colorado,1994,2,4.7
Connecticut,1994,2,5.6
Delaware,1994,2,5.4
District of Columbia,1994,2,8.3
Florida,1994,2,6.9
Georgia,1994,2,5.8
Hawaii,1994,2,5.3
Idaho,1994,2,5.4
Illinois,1994,2,6.4
Indiana,1994,2,5.1
Iowa,1994,2,3.7
Kansas,1994,2,5
Kentucky,1994,2,5.6
Louisiana,1994,2,8.2
Maine,1994,2,7.2
Maryland,1994,2,5.6
Massachusetts,1994,2,6.4
Michigan,1994,2,6.9
Minnesota,1994,2,4.4
Mississippi,1994,2,6.5
Missouri,1994,2,5.5
Montana,1994,2,5.3
Nebraska,1994,2,2.7
Nevada,1994,2,6.4
New Hampshire,1994,2,5.2
New Jersey,1994,2,7.1
New Mexico,1994,2,6.6
New York,1994,2,7.6
New York city,1994,2,9.8
North Carolina,1994,2,4.5
North Dakota,1994,2,4
Ohio,1994,2,6.3
Oklahoma,1994,2,5.9
Oregon,1994,2,6.1
Pennsylvania,1994,2,6.5
Rhode Island,1994,2,7.3
South Carolina,1994,2,6.9
South Dakota,1994,2,3.3
Tennessee,1994,2,5.1
Texas,1994,2,6.9
Utah,1994,2,3.7
Vermont,1994,2,4.8
Virginia,1994,2,5.1
Washington,1994,2,6.9
West Virginia,1994,2,9.7
Wisconsin,1994,2,4.9
Wyoming,1994,2,5.3
Alabama,1994,3,6.5
Alaska,1994,3,7.7
Arizona,1994,3,6.2
Arkansas,1994,3,5.6
California,1994,3,9
Los Angeles County,1994,3,9.9
Colorado,1994,3,4.6
Connecticut,1994,3,5.6
Delaware,1994,3,5.3
District of Columbia,1994,3,8.2
Florida,1994,3,6.8
Georgia,1994,3,5.7
Hawaii,1994,3,5.4
Idaho,1994,3,5.3
Illinois,1994,3,6.2
Indiana,1994,3,5
Iowa,1994,3,3.6
Kansas,1994,3,5
Kentucky,1994,3,5.5
Louisiana,1994,3,8.1
Maine,1994,3,7.2
Maryland,1994,3,5.5
Massachusetts,1994,3,6.3
Michigan,1994,3,6.6
Minnesota,1994,3,4.3
Mississippi,1994,3,6.5
Missouri,1994,3,5.3
Montana,1994,3,5.3
Nebraska,1994,3,2.7
Nevada,1994,3,6.3
New Hampshire,1994,3,5.1
New Jersey,1994,3,7.1
New Mexico,1994,3,6.5
New York,1994,3,7.4
New York city,1994,3,9.5
North Carolina,1994,3,4.4
North Dakota,1994,3,3.9
Ohio,1994,3,6.2
Oklahoma,1994,3,5.9
Oregon,1994,3,5.9
Pennsylvania,1994,3,6.5
Rhode Island,1994,3,7.2
South Carolina,1994,3,6.8
South Dakota,1994,3,3.3
Tennessee,1994,3,5
Texas,1994,3,6.8
Utah,1994,3,3.7
Vermont,1994,3,4.7
Virginia,1994,3,5.1
Washington,1994,3,6.9
West Virginia,1994,3,9.6
Wisconsin,1994,3,4.8
Wyoming,1994,3,5.3
Alabama,1994,4,6.3
Alaska,1994,4,7.8
Arizona,1994,4,6.2
Arkansas,1994,4,5.6
California,1994,4,8.9
Los Angeles County,1994,4,9.8
Colorado,1994,4,4.6
Connecticut,1994,4,5.6
Delaware,1994,4,5.2
District of Columbia,1994,4,8.1
Florida,1994,4,6.8
Georgia,1994,4,5.6
Hawaii,1994,4,5.5
Idaho,1994,4,5.3
Illinois,1994,4,6
Indiana,1994,4,5
Iowa,1994,4,3.6
Kansas,1994,4,4.9
Kentucky,1994,4,5.5
Louisiana,1994,4,8
Maine,1994,4,7.2
Maryland,1994,4,5.4
Massachusetts,1994,4,6.2
Michigan,1994,4,6.4
Minnesota,1994,4,4.1
Mississippi,1994,4,6.4
Missouri,1994,4,5.1
Montana,1994,4,5.2
Nebraska,1994,4,2.7
Nevada,1994,4,6.3
New Hampshire,1994,4,5
New Jersey,1994,4,7
New Mexico,1994,4,6.5
New York,1994,4,7.3
New York city,1994,4,9.3
North Carolina,1994,4,4.4
North Dakota,1994,4,3.8
Ohio,1994,4,6.1
Oklahoma,1994,4,5.8
Oregon,1994,4,5.8
Pennsylvania,1994,4,6.4
Rhode Island,1994,4,7.1
South Carolina,1994,4,6.7
South Dakota,1994,4,3.3
Tennessee,1994,4,5
Texas,1994,4,6.8
Utah,1994,4,3.7
Vermont,1994,4,4.7
Virginia,1994,4,5.1
Washington,1994,4,6.8
West Virginia,1994,4,9.4
Wisconsin,1994,4,4.7
Wyoming,1994,4,5.2
Alabama,1994,5,6.1
Alaska,1994,5,7.7
Arizona,1994,5,6.3
Arkansas,1994,5,5.5
California,1994,5,8.8
Los Angeles County,1994,5,9.6
Colorado,1994,5,4.4
Connecticut,1994,5,5.6
Delaware,1994,5,5.1
District of Columbia,1994,5,8
Florida,1994,5,6.6
Georgia,1994,5,5.4
Hawaii,1994,5,5.6
Idaho,1994,5,5.3
Illinois,1994,5,5.8
Indiana,1994,5,4.9
Iowa,1994,5,3.5
Kansas,1994,5,4.9
Kentucky,1994,5,5.4
Louisiana,1994,5,7.9
Maine,1994,5,7.2
Maryland,1994,5,5.3
Massachusetts,1994,5,6.1
Michigan,1994,5,6.1
Minnesota,1994,5,4
Mississippi,1994,5,6.4
Missouri,1994,5,5
Montana,1994,5,5.1
Nebraska,1994,5,2.6
Nevada,1994,5,6.2
New Hampshire,1994,5,4.8
New Jersey,1994,5,6.9
New Mexico,1994,5,6.5
New York,1994,5,7.1
New York city,1994,5,9.1
North Carolina,1994,5,4.4
North Dakota,1994,5,3.7
Ohio,1994,5,5.9
Oklahoma,1994,5,5.8
Oregon,1994,5,5.6
Pennsylvania,1994,5,6.4
Rhode Island,1994,5,7
South Carolina,1994,5,6.5
South Dakota,1994,5,3.3
Tennessee,1994,5,4.9
Texas,1994,5,6.7
Utah,1994,5,3.8
Vermont,1994,5,4.6
Virginia,1994,5,5
Washington,1994,5,6.7
West Virginia,1994,5,9.2
Wisconsin,1994,5,4.6
Wyoming,1994,5,5.1
Alabama,1994,6,6.1
Alaska,1994,6,7.7
Arizona,1994,6,6.3
Arkansas,1994,6,5.5
California,1994,6,8.7
Los Angeles County,1994,6,9.5
Colorado,1994,6,4.3
Connecticut,1994,6,5.6
Delaware,1994,6,4.9
District of Columbia,1994,6,7.9
Florida,1994,6,6.5
Georgia,1994,6,5.2
Hawaii,1994,6,5.6
Idaho,1994,6,5.3
Illinois,1994,6,5.7
Indiana,1994,6,4.9
Iowa,1994,6,3.4
Kansas,1994,6,4.8
Kentucky,1994,6,5.4
Louisiana,1994,6,7.9
Maine,1994,6,7.1
Maryland,1994,6,5.3
Massachusetts,1994,6,6
Michigan,1994,6,6
Minnesota,1994,6,3.9
Mississippi,1994,6,6.3
Missouri,1994,6,4.9
Montana,1994,6,5.1
Nebraska,1994,6,2.6
Nevada,1994,6,6.2
New Hampshire,1994,6,4.7
New Jersey,1994,6,6.9
New Mexico,1994,6,6.4
New York,1994,6,7
New York city,1994,6,8.9
North Carolina,1994,6,4.4
North Dakota,1994,6,3.7
Ohio,1994,6,5.8
Oklahoma,1994,6,5.7
Oregon,1994,6,5.4
Pennsylvania,1994,6,6.3
Rhode Island,1994,6,6.9
South Carolina,1994,6,6.3
South Dakota,1994,6,3.3
Tennessee,1994,6,4.8
Texas,1994,6,6.6
Utah,1994,6,3.8
Vermont,1994,6,4.6
Virginia,1994,6,4.9
Washington,1994,6,6.5
West Virginia,1994,6,8.9
Wisconsin,1994,6,4.5
Wyoming,1994,6,5
Alabama,1994,7,6
Alaska,1994,7,7.6
Arizona,1994,7,6.3
Arkansas,1994,7,5.4
California,1994,7,8.6
Los Angeles County,1994,7,9.3
Colorado,1994,7,4.2
Connecticut,1994,7,5.6
Delaware,1994,7,4.7
District of Columbia,1994,7,7.8
Florida,1994,7,6.4
Georgia,1994,7,5.1
Hawaii,1994,7,5.7
Idaho,1994,7,5.4
Illinois,1994,7,5.6
Indiana,1994,7,4.9
Iowa,1994,7,3.4
Kansas,1994,7,4.8
Kentucky,1994,7,5.3
Louisiana,1994,7,7.8
Maine,1994,7,7.1
Maryland,1994,7,5.2
Massachusetts,1994,7,6
Michigan,1994,7,5.8
Minnesota,1994,7,3.9
Mississippi,1994,7,6.2
Missouri,1994,7,4.8
Montana,1994,7,5.1
Nebraska,1994,7,2.6
Nevada,1994,7,6.1
New Hampshire,1994,7,4.6
New Jersey,1994,7,6.8
New Mexico,1994,7,6.4
New York,1994,7,6.9
New York city,1994,7,8.7
North Carolina,1994,7,4.4
North Dakota,1994,7,3.6
Ohio,1994,7,5.6
Oklahoma,1994,7,5.6
Oregon,1994,7,5.3
Pennsylvania,1994,7,6.3
Rhode Island,1994,7,6.8
South Carolina,1994,7,6.1
South Dakota,1994,7,3.3
Tennessee,1994,7,4.8
Texas,1994,7,6.5
Utah,1994,7,3.8
Vermont,1994,7,4.6
Virginia,1994,7,4.8
Washington,1994,7,6.4
West Virginia,1994,7,8.7
Wisconsin,1994,7,4.5
Wyoming,1994,7,4.9
Alabama,1994,8,6
Alaska,1994,8,7.5
Arizona,1994,8,6.3
Arkansas,1994,8,5.3
California,1994,8,8.5
Los Angeles County,1994,8,9.1
Colorado,1994,8,4
Connecticut,1994,8,5.6
Delaware,1994,8,4.6
District of Columbia,1994,8,7.7
Florida,1994,8,6.3
Georgia,1994,8,5
Hawaii,1994,8,5.7
Idaho,1994,8,5.4
Illinois,1994,8,5.6
Indiana,1994,8,4.9
Iowa,1994,8,3.4
Kansas,1994,8,4.8
Kentucky,1994,8,5.3
Louisiana,1994,8,7.8
Maine,1994,8,7
Maryland,1994,8,5.1
Massachusetts,1994,8,5.9
Michigan,1994,8,5.7
Minnesota,1994,8,3.9
Mississippi,1994,8,6.1
Missouri,1994,8,4.8
Montana,1994,8,5.1
Nebraska,1994,8,2.6
Nevada,1994,8,6.1
New Hampshire,1994,8,4.5
New Jersey,1994,8,6.7
New Mexico,1994,8,6.4
New York,1994,8,6.7
New York city,1994,8,8.5
North Carolina,1994,8,4.4
North Dakota,1994,8,3.6
Ohio,1994,8,5.4
Oklahoma,1994,8,5.5
Oregon,1994,8,5.2
Pennsylvania,1994,8,6.2
Rhode Island,1994,8,6.8
South Carolina,1994,8,6
South Dakota,1994,8,3.3
Tennessee,1994,8,4.8
Texas,1994,8,6.4
Utah,1994,8,3.8
Vermont,1994,8,4.5
Virginia,1994,8,4.8
Washington,1994,8,6.3
West Virginia,1994,8,8.5
Wisconsin,1994,8,4.4
Wyoming,1994,8,4.8
Alabama,1994,9,6
Alaska,1994,9,7.4
Arizona,1994,9,6.2
Arkansas,1994,9,5.2
California,1994,9,8.3
Los Angeles County,1994,9,8.9
Colorado,1994,9,3.9
Connecticut,1994,9,5.7
Delaware,1994,9,4.4
District of Columbia,1994,9,7.7
Florida,1994,9,6.2
Georgia,1994,9,4.9
Hawaii,1994,9,5.7
Idaho,1994,9,5.5
Illinois,1994,9,5.5
Indiana,1994,9,4.8
Iowa,1994,9,3.4
Kansas,1994,9,4.9
Kentucky,1994,9,5.3
Louisiana,1994,9,7.7
Maine,1994,9,6.9
Maryland,1994,9,5.1
Massachusetts,1994,9,5.9
Michigan,1994,9,5.6
Minnesota,1994,9,3.9
Mississippi,1994,9,6.1
Missouri,1994,9,4.9
Montana,1994,9,5.2
Nebraska,1994,9,2.6
Nevada,1994,9,6.1
New Hampshire,1994,9,4.5
New Jersey,1994,9,6.7
New Mexico,1994,9,6.4
New York,1994,9,6.6
New York city,1994,9,8.3
North Carolina,1994,9,4.4
North Dakota,1994,9,3.6
Ohio,1994,9,5.2
Oklahoma,1994,9,5.3
Oregon,1994,9,5.1
Pennsylvania,1994,9,6.1
Rhode Island,1994,9,6.7
South Carolina,1994,9,5.8
South Dakota,1994,9,3.3
Tennessee,1994,9,4.7
Texas,1994,9,6.3
Utah,1994,9,3.9
Vermont,1994,9,4.5
Virginia,1994,9,4.7
Washington,1994,9,6.3
West Virginia,1994,9,8.3
Wisconsin,1994,9,4.3
Wyoming,1994,9,4.7
Alabama,1994,10,6
Alaska,1994,10,7.4
Arizona,1994,10,6
Arkansas,1994,10,5.1
California,1994,10,8.2
Los Angeles County,1994,10,8.6
Colorado,1994,10,3.8
Connecticut,1994,10,5.6
Delaware,1994,10,4.3
District of Columbia,1994,10,7.7
Florida,1994,10,6.1
Georgia,1994,10,4.8
Hawaii,1994,10,5.6
Idaho,1994,10,5.5
Illinois,1994,10,5.4
Indiana,1994,10,4.7
Iowa,1994,10,3.4
Kansas,1994,10,4.9
Kentucky,1994,10,5.3
Louisiana,1994,10,7.6
Maine,1994,10,6.7
Maryland,1994,10,5
Massachusetts,1994,10,5.8
Michigan,1994,10,5.4
Minnesota,1994,10,3.9
Mississippi,1994,10,6.1
Missouri,1994,10,4.9
Montana,1994,10,5.3
Nebraska,1994,10,2.6
Nevada,1994,10,6
New Hampshire,1994,10,4.4
New Jersey,1994,10,6.6
New Mexico,1994,10,6.4
New York,1994,10,6.5
New York city,1994,10,8.1
North Carolina,1994,10,4.3
North Dakota,1994,10,3.6
Ohio,1994,10,4.9
Oklahoma,1994,10,5.2
Oregon,1994,10,5
Pennsylvania,1994,10,6
Rhode Island,1994,10,6.6
South Carolina,1994,10,5.7
South Dakota,1994,10,3.3
Tennessee,1994,10,4.7
Texas,1994,10,6.1
Utah,1994,10,3.9
Vermont,1994,10,4.4
Virginia,1994,10,4.6
Washington,1994,10,6.3
West Virginia,1994,10,8.1
Wisconsin,1994,10,4.2
Wyoming,1994,10,4.7
Alabama,1994,11,6
Alaska,1994,11,7.4
Arizona,1994,11,5.9
Arkansas,1994,11,5
California,1994,11,8
Los Angeles County,1994,11,8.4
Colorado,1994,11,3.8
Connecticut,1994,11,5.6
Delaware,1994,11,4.1
District of Columbia,1994,11,7.8
Florida,1994,11,5.9
Georgia,1994,11,4.6
Hawaii,1994,11,5.5
Idaho,1994,11,5.5
Illinois,1994,11,5.2
Indiana,1994,11,4.5
Iowa,1994,11,3.4
Kansas,1994,11,4.9
Kentucky,1994,11,5.2
Louisiana,1994,11,7.5
Maine,1994,11,6.6
Maryland,1994,11,5
Massachusetts,1994,11,5.7
Michigan,1994,11,5.3
Minnesota,1994,11,3.9
Mississippi,1994,11,6.1
Missouri,1994,11,4.9
Montana,1994,11,5.3
Nebraska,1994,11,2.6
Nevada,1994,11,6
New Hampshire,1994,11,4.3
New Jersey,1994,11,6.5
New Mexico,1994,11,6.4
New York,1994,11,6.3
New York city,1994,11,7.9
North Carolina,1994,11,4.2
North Dakota,1994,11,3.5
Ohio,1994,11,4.7
Oklahoma,1994,11,5.1
Oregon,1994,11,4.9
Pennsylvania,1994,11,5.9
Rhode Island,1994,11,6.6
South Carolina,1994,11,5.5
South Dakota,1994,11,3.2
Tennessee,1994,11,4.6
Texas,1994,11,6
Utah,1994,11,3.9
Vermont,1994,11,4.3
Virginia,1994,11,4.5
Washington,1994,11,6.2
West Virginia,1994,11,7.9
Wisconsin,1994,11,4.1
Wyoming,1994,11,4.6
Alabama,1994,12,5.9
Alaska,1994,12,7.3
Arizona,1994,12,5.7
Arkansas,1994,12,4.9
California,1994,12,7.8
Los Angeles County,1994,12,8.1
Colorado,1994,12,3.7
Connecticut,1994,12,5.6
Delaware,1994,12,4
District of Columbia,1994,12,8
Florida,1994,12,5.7
Georgia,1994,12,4.5
Hawaii,1994,12,5.4
Idaho,1994,12,5.5
Illinois,1994,12,5
Indiana,1994,12,4.4
Iowa,1994,12,3.4
Kansas,1994,12,4.8
Kentucky,1994,12,5.1
Louisiana,1994,12,7.4
Maine,1994,12,6.4
Maryland,1994,12,4.9
Massachusetts,1994,12,5.6
Michigan,1994,12,5.2
Minnesota,1994,12,3.9
Mississippi,1994,12,6
Missouri,1994,12,4.9
Montana,1994,12,5.4
Nebraska,1994,12,2.6
Nevada,1994,12,5.9
New Hampshire,1994,12,4.2
New Jersey,1994,12,6.4
New Mexico,1994,12,6.4
New York,1994,12,6.2
New York city,1994,12,7.7
North Carolina,1994,12,4.1
North Dakota,1994,12,3.5
Ohio,1994,12,4.4
Oklahoma,1994,12,4.9
Oregon,1994,12,4.8
Pennsylvania,1994,12,5.8
Rhode Island,1994,12,6.6
South Carolina,1994,12,5.3
South Dakota,1994,12,3.1
Tennessee,1994,12,4.5
Texas,1994,12,5.9
Utah,1994,12,3.8
Vermont,1994,12,4.3
Virginia,1994,12,4.4
Washington,1994,12,6.2
West Virginia,1994,12,7.8
Wisconsin,1994,12,3.9
Wyoming,1994,12,4.6
Alabama,1998,1,4.3
Alaska,1998,1,6.4
Arizona,1998,1,4.3
Arkansas,1998,1,5.3
California,1998,1,6
Los Angeles County,1998,1,6.4
Colorado,1998,1,3.6
Connecticut,1998,1,4
Delaware,1998,1,3.7
District of Columbia,1998,1,8.8
Florida,1998,1,4.5
Georgia,1998,1,4.4
Hawaii,1998,1,6
Idaho,1998,1,5.2
Illinois,1998,1,4.7
Indiana,1998,1,3.3
Iowa,1998,1,2.8
Kansas,1998,1,3.5
Kentucky,1998,1,4.5
Louisiana,1998,1,5.5
Maine,1998,1,4.9
Maryland,1998,1,4.8
Massachusetts,1998,1,3.5
Michigan,1998,1,4
Minnesota,1998,1,2.8
Mississippi,1998,1,5.4
Missouri,1998,1,4.4
Montana,1998,1,5.5
Nebraska,1998,1,2.4
Nevada,1998,1,4.5
New Hampshire,1998,1,2.9
New Jersey,1998,1,5
New Mexico,1998,1,6.1
New York,1998,1,6
New York city,1998,1,8.5
North Carolina,1998,1,3.7
North Dakota,1998,1,2.5
Ohio,1998,1,4.4
Oklahoma,1998,1,3.9
Oregon,1998,1,5.4
Pennsylvania,1998,1,4.7
Rhode Island,1998,1,4.9
South Carolina,1998,1,3.6
South Dakota,1998,1,2.9
Tennessee,1998,1,4.4
Texas,1998,1,4.9
Utah,1998,1,3.5
Vermont,1998,1,3.6
Virginia,1998,1,3
Washington,1998,1,4.7
West Virginia,1998,1,6.7
Wisconsin,1998,1,3.2
Wyoming,1998,1,4.6
Alabama,1998,2,4.2
Alaska,1998,2,6.3
Arizona,1998,2,4.3
Arkansas,1998,2,5.3
California,1998,2,6
Los Angeles County,1998,2,6.4
Colorado,1998,2,3.6
Connecticut,1998,2,3.8
Delaware,1998,2,3.8
District of Columbia,1998,2,8.8
Florida,1998,2,4.5
Georgia,1998,2,4.4
Hawaii,1998,2,6
Idaho,1998,2,5.2
Illinois,1998,2,4.6
Indiana,1998,2,3.2
Iowa,1998,2,2.8
Kansas,1998,2,3.5
Kentucky,1998,2,4.5
Louisiana,1998,2,5.5
Maine,1998,2,4.8
Maryland,1998,2,4.7
Massachusetts,1998,2,3.5
Michigan,1998,2,3.9
Minnesota,1998,2,2.8
Mississippi,1998,2,5.3
Missouri,1998,2,4.4
Montana,1998,2,5.5
Nebraska,1998,2,2.4
Nevada,1998,2,4.5
New Hampshire,1998,2,2.9
New Jersey,1998,2,4.9
New Mexico,1998,2,6.1
New York,1998,2,5.9
New York city,1998,2,8.4
North Carolina,1998,2,3.7
North Dakota,1998,2,2.6
Ohio,1998,2,4.3
Oklahoma,1998,2,4
Oregon,1998,2,5.5
Pennsylvania,1998,2,4.7
Rhode Island,1998,2,4.9
South Carolina,1998,2,3.5
South Dakota,1998,2,2.9
Tennessee,1998,2,4.3
Texas,1998,2,4.9
Utah,1998,2,3.5
Vermont,1998,2,3.6
Virginia,1998,2,3
Washington,1998,2,4.6
West Virginia,1998,2,6.7
